Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc
423,1,0.54,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",points raised npp published challenging time bound plan land clearing ijin usaha perkebunan iup fraudulent statement activity ground issued provincial authority concession boundary filed acop 2013 2014 encroachment deep peat clearance formal complaint lodged aidenvironment 3 april 2015 expected following actions 1 force ioi comply rspos standards procedures including enforce rspos formal procedures state failure address partial certification requirements e h may lead certification suspension consistent certification systems document rules non compliance rspocertification systemsarticle4 2 4 members make misleading unsubstantiated claims production procurement use sustainable code conduct article2 1 2 areas opened ioi groups subsidiaries sks bns ketapang 1 april 2011 must excluded future certification 3 land developed non compliance rspos p certified future 4 request ioi publicly declare ffb land previously developed sks bns bss full legal approval full compliance rspos standards 10 000 ha excluded future certification one rotation whilst committing management regime land bank plantation development allowed post hoc based 5 ioi shall come publicly available proposals remediate compensate sna groups non compliances rspos standards procedures related hcv areas within one month subject review approval relevant complaints panel 6 complaints panel shall guaranteed free vested interest 7 ioi shall appoint accredited cb consultation secretariat verify complaint one complainants key findings accredited cbs ioi worked systemically failed ioi stakeholders ioi groups house sustainability team credibly affirm comment findings accreditation services international asi shall requested conduct verification cost covered rspos regular contract asi 8 ioi shall demonstrate rspos standards procedures complied throughout uncertified land bank includes comprehensive concrete publicly available time bound plans deliver full compliance standards procedures particularly ioi pelita sarawak within 3 months input subject mediated negotiation long teran kanan 9 ioi groups suspension trading cspo shall remain place ioi complainants jointly declare writing aforementioned demands adequately settled fact based negotiation guided rspos impact unit overseen complaints panel subject potential appeal independent review rspos board governors http www ioigroup com content news newsroomdetails intnewsid 813,False,1,0,1,0,0,0,0,0.03,0.54,0.32,0.04,0.03,0.04
424,1,0.55,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",shadow clearing lands,False,1,0,1,0,0,0,0,0.03,0.55,0.09,0.16,0.1,0.06
425,0,0.9,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",pertaining labour related issues wages optimal health services safety bpjs registered unilateral termination rights workers honoured intimidation expanded job scopes workers harvesters workers working 5 years converted permanent workers instead working days reduced transparent determining lembaga kerjasama lks bipartite amount ffb delivered factory mill,False,1,1,0,0,0,0,0,0.9,0.01,0.04,0.01,0.01,0.03
426,4,0.6,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",deforestation temila agro abadi citra niaga perkasa asia plantation limited felda global venture fgv plantation,False,1,0,0,0,0,1,0,0.02,0.18,0.05,0.12,0.6,0.04
427,3,0.62,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",member replaced many products promoting free products initiated aggressive campaigns aimed denigrating general mainly environmental perspective blaming deforestation threateningendangered species fuelling negative perception use among consumers referring general way making distinction betweensustainable promoted non sustainable failure promote use sustainable makes fall back solution failure acknowledge benefits sustainable environmentalperspective finally willing resolve matter despite direct contacts madeby ferrero complaint made ground systeme u undermining objectives enshrined vision mission breaching code conduct,False,1,0,0,0,1,0,0,0.03,0.05,0.04,0.62,0.03,0.23
428,4,0.93,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mighty earth rapid response 22 indications 84 ha deforestation inside usaha agro indonesia concession jun 27 nov 15,False,1,0,0,0,0,1,0,0.0,0.03,0.01,0.02,0.93,0.01
429,3,0.33,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",grievance filed sultan johor mr chow chuin hai felcra berhad fgv regarding forest reserve clearance jemaluang tenggaroh forest reserves degazetted 2014 15 011 ha deforestation reportedly largest one time excision forest reserves peninsular malaysia since 2000 led increased human elephant conflict reckitt suppliers suspended jernih kembojah aa sawit supply chains,False,2,0,1,0,1,0,0,0.04,0.31,0.12,0.33,0.08,0.12
430,0,0.94,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",9 june ran number allegations kallista alam including,False,1,1,0,0,0,0,0,0.94,0.01,0.03,0.01,0.0,0.02
431,4,0.62,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mighty earth rapid response 6 committing deforestation linked gar supply chain rayatama jaya sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,1,0,0,0,0,1,0,0.02,0.19,0.05,0.09,0.62,0.03
432,2,0.62,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",violates standard potentially indonesian law key violation consultation communities take place described npp documents affected communities participate hcv assessment seia hcv assessment technically flawed fpic process place amdal process carried accordance law sml yet obtained permits prerequisite land clearing,False,1,0,0,1,0,0,0,0.05,0.17,0.62,0.06,0.02,0.08
433,3,0.36,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",mighty earth rapid response 21 indications 3 ha deforestation 122 ha peat development 30 ha clearance preparation indications april 22 sep 23 concession mjap,False,2,0,0,0,1,1,0,0.03,0.13,0.06,0.36,0.35,0.07
434,1,0.47,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",deadly trade greenpeace ioi continues buy third party suppliers linked environmental destruction exploitation austindo nusantara jaya eagle high plantation rajawali goodhope carson cumberbatch korindo indofood tabung haji plantations mighty earth published rapid response 5 carrying deforestation palem segar lestari megakarya jaya raya kartika cipta pratama krida dharma kahuripan kapuasindo industry rimba karya rayatama jaya harapan rimba jaya persada kencana prima linked gar supply chain level kpi rj hrj kdk,False,2,0,1,0,0,1,0,0.02,0.47,0.07,0.12,0.26,0.05
435,0,0.85,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",labour right issues sarana prima multi niaga spmn subsidiary tsh,False,1,1,0,0,0,0,0,0.85,0.02,0.07,0.01,0.01,0.03
436,4,0.83,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",june ran field investigators found significant fresh land clearing new roads pushed lowland rainforests putra kurnia already planted cleared lands new plantations total concession area controlled putra kurnia 5107ha reduced standing forests 437 hectares 374 hectares since beginning year satellite imagery shows forest clearance throughout april may,False,1,0,0,0,0,1,0,0.01,0.08,0.03,0.04,0.83,0.02
437,0,0.83,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",involvement labour right issues hamparan masawit bangun persada hmbp subsidiary best,False,1,1,0,0,0,0,0,0.83,0.02,0.08,0.02,0.01,0.04
438,0,0.93,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",labourer died due fertiliser poisoning,False,1,1,0,0,0,0,0,0.93,0.01,0.03,0.01,0.0,0.02
439,0,0.96,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",allegations made pertaining rights workers working conditions safety concerns,False,1,1,0,0,0,0,0,0.96,0.01,0.02,0.0,0.0,0.01
440,3,0.86,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",mighty earth allegations deforestation peatland development mutiara pelita genaan plantation double dynasty rapid response 45 hershey contacted supplier regarding investigation discovered tier 1 supplier suspended double dynasty supplier updated mill list accurately reflect mill status removing mutiara pelita genaan,False,1,0,0,0,1,0,0,0.01,0.04,0.02,0.86,0.03,0.04
441,4,0.87,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",30 aug mighty earth rapid response 30 thatbetween february 11 may 20 total 101 hectares forest cleared pkpp plantation sdn bhd concession october 26 2027 october total 78 hectares forest cleared ypj plantations sdn bhd ladang ssi sg ara concession rapid response 31 published november mighty earth continued deforestations indications involving pknp,False,1,0,0,0,0,1,0,0.01,0.05,0.02,0.03,0.87,0.02
442,1,0.53,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",eias video water collaboration colombian la comisin intereclesial de justicia paz justicia paz poligrow ltda taken land indigenous people mapiripan withoutfree prior informed consent restricting movement access sacred sites concerns environmental impact poligrow expansionon local landscape complaint land planted poligrow obtained intimidation proper consent indigenous owners allegations using para military forces intimidate local people activists development occupation lands mapiripan poligrow activities negative impact natural enviroment leads degradation deforestation following standards appeared breached criteria 2 2 right use land demonstrated legitimately contested local people demonstrate legal customary user rights criteria 4 4 practices maintain quality availability surface ground water criteria 5 2 status rare threatened endagered species high conservation value habitats exist plantation could affected plantation mill management shall identified operations managed best ensure maintained enhanced criteria 6 13 growers millers respect human rights principle 7 responsible development new plantings,False,1,0,1,0,0,0,0,0.04,0.53,0.29,0.05,0.05,0.04
443,4,0.63,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mighty earth published rapid response 5 comapnies committing deforestation palem segar lestari megakarya jaya raya kartika cipta pratama krida dharma kahuripan kapuasindo industry rimba karya rayatama jaya harapan rimba jaya persada kencana prima linked gar supply chain level kpi rj hrj kdk mighty earth rapid response 6 committing deforestation linked gar supply chain sumur pandanwangi mulia inti perkasa prasetya mitra muda krida dharma kahuripan,False,1,0,0,0,0,1,0,0.02,0.18,0.04,0.09,0.63,0.03
444,2,0.53,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",cleared planted land customary land new cess grand bassa county liberia seeking expand plantation free prior informed consent communities objecting carrying survey existing concession area,False,1,0,0,1,0,0,0,0.05,0.29,0.53,0.04,0.04,0.05
445,5,0.59,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",allegations concerns raised sarana esa cita musim mas subsidiary regarding imposed hcv hcs free prior informed consent hershey monitoring situation musim mas grievance log june 2024 hershey learned police investigation dispute encouraged public acknowledgment musim mas direct supplier,False,1,0,0,0,0,0,1,0.07,0.07,0.13,0.11,0.02,0.59
